Diameter [mm],Volume [mm³],Voxel,Surface [mm²],Compactness,Sphericity
0.0083,1.7e-07,14,0.0002119,0.57,0.70
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0146,1.1e-06,90,0.0007097,0.67,0.72
0.0174,1.8e-06,145,0.0010487,0.64,0.67
0.0085,1.8e-07,15,0.0002330,0.57,0.67
0.0141,9.3e-07,76,0.0006780,0.62,0.68
0.0234,3.4e-06,283,0.0017161,0.51,0.64
0.0084,1.8e-07,15,0.0002224,0.58,0.70
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0086,2.0e-07,16,0.0002330,0.58,0.70
0.0175,1.7e-06,141,0.0010487,0.61,0.66
0.0177,1.9e-06,153,0.0010699,0.64,0.68
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0149,1.2e-06,95,0.0007839,0.66,0.68
0.0083,1.8e-07,15,0.0002436,0.61,0.64
0.0082,1.6e-07,13,0.0001907,0.56,0.74
0.0168,1.6e-06,129,0.0009851,0.64,0.66
0.0251,5.6e-06,462,0.0022881,0.68,0.67
0.0092,2.0e-07,16,0.0002436,0.48,0.67
0.0193,2.2e-06,184,0.0012606,0.59,0.66
0.0295,1.0e-05,829,0.0034003,0.75,0.66
0.0159,1.4e-06,112,0.0009110,0.65,0.65
0.0197,2.4e-06,200,0.0013135,0.61,0.67
0.0209,2.2e-06,178,0.0012606,0.46,0.64
0.0156,1.3e-06,106,0.0008792,0.65,0.65
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0151,1.2e-06,101,0.0008368,0.68,0.66
0.0228,3.7e-06,301,0.0017478,0.59,0.66
0.0145,9.1e-07,75,0.0006674,0.57,0.68
0.0137,9.0e-07,74,0.0006780,0.68,0.67
0.0084,1.7e-07,14,0.0002119,0.54,0.70
0.0296,9.5e-06,782,0.0033050,0.70,0.66
0.0140,8.2e-07,67,0.0006038,0.57,0.70
0.0285,8.0e-06,654,0.0029660,0.65,0.65
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0087,2.1e-07,17,0.0002436,0.61,0.70
0.0160,1.5e-06,123,0.0009322,0.69,0.68
0.0268,6.0e-06,495,0.0024576,0.60,0.65
0.0188,1.8e-06,150,0.0011123,0.53,0.65
0.0078,1.3e-07,11,0.0001801,0.53,0.70
0.0088,2.0e-07,16,0.0002436,0.54,0.67
0.0081,1.5e-07,12,0.0001907,0.52,0.70
0.0567,1.3e-05,1038,0.0049681,0.13,0.53
0.0142,9.4e-07,77,0.0006991,0.63,0.66
0.0303,8.3e-06,677,0.0030190,0.56,0.65
0.0088,2.1e-07,17,0.0002436,0.58,0.70
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0268,4.2e-06,341,0.0019915,0.41,0.63
0.0215,3.1e-06,252,0.0016101,0.59,0.63
0.0149,1.1e-06,94,0.0007627,0.66,0.69
0.0295,8.9e-06,732,0.0031779,0.67,0.65
0.0086,1.8e-07,15,0.0002119,0.55,0.74
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0082,1.5e-07,12,0.0002119,0.50,0.63
0.0213,2.9e-06,241,0.0015254,0.58,0.65
0.0154,1.3e-06,103,0.0008368,0.66,0.67
0.0281,7.7e-06,631,0.0027754,0.66,0.68
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0250,5.0e-06,411,0.0021504,0.61,0.66
0.0208,3.3e-06,270,0.0016207,0.69,0.66
0.0266,6.0e-06,493,0.0024788,0.61,0.64
0.0083,1.7e-07,14,0.0002119,0.57,0.70
0.0156,1.2e-06,97,0.0007945,0.59,0.68
0.0095,2.2e-07,18,0.0002542,0.49,0.69
0.0176,1.7e-06,137,0.0010381,0.59,0.66
0.0078,1.5e-07,12,0.0001907,0.58,0.70
0.0083,1.8e-07,15,0.0002436,0.61,0.64
0.0097,2.3e-07,19,0.0002754,0.49,0.66
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0085,1.8e-07,15,0.0002330,0.57,0.67
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0286,6.4e-06,528,0.0026059,0.53,0.64
0.0088,2.2e-07,18,0.0002542,0.61,0.69
0.0243,5.0e-06,411,0.0021504,0.66,0.66
0.0273,6.1e-06,503,0.0025317,0.58,0.64
0.0173,1.7e-06,139,0.0010487,0.62,0.66
0.0088,2.1e-07,17,0.0002436,0.58,0.70
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0086,1.8e-07,15,0.0002330,0.54,0.67
0.0338,5.9e-06,482,0.0027224,0.29,0.58
0.0204,2.7e-06,223,0.0014406,0.61,0.65
0.0147,1.1e-06,88,0.0007203,0.65,0.70
0.0078,1.5e-07,12,0.0001907,0.58,0.70
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0083,1.6e-07,13,0.0002119,0.53,0.67
0.0139,8.9e-07,73,0.0006462,0.64,0.69
0.0173,1.5e-06,125,0.0009322,0.56,0.69
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0172,1.3e-06,110,0.0008686,0.50,0.68
0.0301,1.1e-05,885,0.0035698,0.76,0.66
0.0185,2.0e-06,164,0.0011652,0.60,0.66
0.0157,1.4e-06,112,0.0009216,0.68,0.65
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0146,1.1e-06,91,0.0007309,0.68,0.71
0.0152,1.1e-06,93,0.0007839,0.62,0.67
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0144,1.0e-06,84,0.0007097,0.65,0.69
0.0233,4.0e-06,329,0.0018432,0.61,0.66
0.0285,8.2e-06,671,0.0029660,0.68,0.66
0.0160,1.5e-06,119,0.0009216,0.67,0.67
0.0195,2.5e-06,204,0.0013559,0.64,0.65
0.0259,5.6e-06,462,0.0023516,0.62,0.65
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0270,6.5e-06,533,0.0024893,0.63,0.68
0.0084,1.7e-07,14,0.0002225,0.54,0.67
0.0149,1.1e-06,93,0.0007627,0.65,0.69
0.0222,3.7e-06,306,0.0018008,0.65,0.65
0.0557,2.1e-05,1762,0.0068113,0.24,0.55
0.0091,2.3e-07,19,0.0002542,0.59,0.72
0.0286,7.8e-06,639,0.0029025,0.64,0.65
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0257,4.1e-06,335,0.0018856,0.46,0.66
0.0186,1.9e-06,158,0.0011017,0.58,0.68
0.0266,7.1e-06,583,0.0026377,0.72,0.68
0.0087,2.1e-07,17,0.0002436,0.61,0.70
0.0269,6.6e-06,543,0.0026059,0.65,0.65
0.0082,1.6e-07,13,0.0001907,0.56,0.74
0.0148,1.0e-06,84,0.0007309,0.60,0.67
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0230,3.9e-06,318,0.0018220,0.61,0.65
0.0174,1.7e-06,139,0.0010169,0.62,0.68
0.0299,1.1e-05,870,0.0035592,0.76,0.66
0.0136,8.5e-07,70,0.0006356,0.65,0.68
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0231,4.2e-06,348,0.0019491,0.66,0.65
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0151,8.3e-07,68,0.0006356,0.46,0.67
0.0178,1.5e-06,125,0.0009428,0.51,0.68
0.0207,3.1e-06,255,0.0015678,0.67,0.66
0.0160,1.2e-06,99,0.0007945,0.57,0.69
0.0083,1.7e-07,14,0.0002119,0.57,0.70
0.0076,1.5e-07,12,0.0001695,0.63,0.79
0.0219,3.4e-06,276,0.0016843,0.61,0.64
0.0151,1.2e-06,97,0.0008263,0.65,0.65
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0158,1.4e-06,114,0.0009110,0.67,0.66
0.0203,2.0e-06,164,0.0011758,0.46,0.65
0.0258,3.9e-06,322,0.0019385,0.44,0.62
0.0081,1.6e-07,13,0.0002225,0.56,0.64
0.0148,1.0e-06,83,0.0007309,0.59,0.67
0.0085,1.8e-07,15,0.0002330,0.57,0.67
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0076,1.3e-07,11,0.0001695,0.58,0.75
0.0082,1.6e-07,13,0.0001907,0.56,0.74
0.0078,1.2e-07,10,0.0001695,0.48,0.70
0.0188,2.0e-06,162,0.0011228,0.57,0.68
0.0088,2.1e-07,17,0.0002436,0.58,0.70
0.0086,2.0e-07,16,0.0002119,0.58,0.77
0.0082,1.6e-07,13,0.0002013,0.56,0.70
0.0152,1.1e-06,88,0.0007415,0.58,0.68
0.0089,2.2e-07,18,0.0002542,0.60,0.69
0.0266,5.2e-06,428,0.0022457,0.53,0.65
0.0179,1.8e-06,148,0.0010381,0.60,0.69
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0193,2.2e-06,178,0.0012182,0.58,0.67
0.0145,1.0e-06,85,0.0007203,0.65,0.69
0.0082,1.6e-07,13,0.0002013,0.56,0.70
0.0143,9.5e-07,78,0.0006779,0.61,0.69
0.0182,1.9e-06,158,0.0011123,0.61,0.67
0.0243,5.3e-06,431,0.0021927,0.70,0.67
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0242,5.4e-06,443,0.0022245,0.73,0.67
0.0279,8.4e-06,690,0.0029872,0.74,0.67
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0237,4.2e-06,342,0.0019173,0.60,0.65
0.0284,7.9e-06,652,0.0029025,0.67,0.66
0.0353,5.4e-06,445,0.0024364,0.24,0.61
0.0194,2.0e-06,160,0.0011546,0.51,0.65
0.0376,6.4e-06,526,0.0029554,0.23,0.56
0.0825,3.8e-05,3131,0.0104129,0.13,0.53
0.0149,1.1e-06,90,0.0007627,0.63,0.67
0.0178,1.7e-06,139,0.0010275,0.57,0.67
0.0082,1.6e-07,13,0.0001907,0.56,0.74
0.0117,6.5e-07,53,0.0004979,0.76,0.73
0.0202,2.3e-06,191,0.0012818,0.54,0.66
0.0117,3.2e-07,26,0.0003496,0.37,0.64
0.0082,1.6e-07,13,0.0002013,0.56,0.70
0.0233,3.2e-06,260,0.0016313,0.48,0.64
0.0153,1.2e-06,99,0.0008474,0.64,0.65
0.0248,3.5e-06,285,0.0017478,0.44,0.63
0.0160,1.4e-06,116,0.0008898,0.66,0.68
0.0296,5.4e-06,443,0.0024470,0.40,0.61
0.0086,2.0e-07,16,0.0002330,0.58,0.70
0.0266,6.5e-06,535,0.0024788,0.67,0.68
0.0294,9.1e-06,745,0.0032097,0.68,0.66
0.0238,3.9e-06,321,0.0018114,0.55,0.66
0.0232,3.9e-06,323,0.0018644,0.60,0.65
0.0240,3.6e-06,292,0.0017478,0.49,0.65
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0156,1.5e-06,119,0.0009322,0.73,0.66
0.0081,1.5e-07,12,0.0001907,0.52,0.70
0.0217,2.8e-06,226,0.0014830,0.52,0.64
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0088,2.3e-07,19,0.0002754,0.64,0.66
0.0180,1.7e-06,139,0.0010487,0.55,0.66
0.0178,1.9e-06,152,0.0011334,0.63,0.64
0.0089,2.2e-07,18,0.0002542,0.60,0.69
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0297,9.4e-06,771,0.0032520,0.68,0.66
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0091,2.4e-07,20,0.0002648,0.62,0.71
0.0186,1.9e-06,153,0.0011229,0.56,0.65
0.0204,2.1e-06,171,0.0012182,0.47,0.65
0.0083,1.8e-07,15,0.0002436,0.61,0.64
0.0081,1.5e-07,12,0.0002013,0.52,0.67
0.0168,1.5e-06,121,0.0009640,0.59,0.65
0.0083,2.0e-07,16,0.0002542,0.65,0.64
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0084,1.8e-07,15,0.0002224,0.58,0.70
0.0258,4.2e-06,341,0.0019385,0.46,0.64
0.0257,5.6e-06,459,0.0023305,0.63,0.65
0.0213,2.4e-06,199,0.0013029,0.48,0.67
0.0230,3.9e-06,316,0.0017796,0.61,0.67
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0087,1.8e-07,15,0.0002330,0.52,0.67
0.0083,1.6e-07,13,0.0002225,0.53,0.64
0.0097,2.2e-07,18,0.0002648,0.46,0.66
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0079,1.3e-07,11,0.0001907,0.51,0.66
0.0086,1.8e-07,15,0.0002330,0.54,0.67
0.0131,6.7e-07,55,0.0005402,0.57,0.69
0.0493,1.6e-05,1289,0.0057096,0.25,0.53
0.0081,1.5e-07,12,0.0002013,0.52,0.67
0.0080,1.5e-07,12,0.0002119,0.55,0.63
0.0318,1.2e-05,968,0.0038770,0.70,0.65
0.0229,3.6e-06,296,0.0017584,0.58,0.65
0.0240,3.5e-06,287,0.0016631,0.48,0.67
0.0207,2.6e-06,214,0.0013983,0.57,0.66
0.0291,8.3e-06,679,0.0030084,0.64,0.66
0.0153,1.1e-06,90,0.0007627,0.58,0.67
0.0200,2.4e-06,196,0.0013135,0.57,0.66
0.0239,4.5e-06,369,0.0020127,0.63,0.65
0.0493,1.7e-05,1431,0.0054554,0.28,0.60
0.0176,1.7e-06,142,0.0010593,0.60,0.66
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0175,1.7e-06,136,0.0009851,0.59,0.69
0.0266,5.5e-06,451,0.0023199,0.56,0.65
0.0092,2.0e-07,16,0.0002436,0.48,0.67
0.0183,2.0e-06,162,0.0011335,0.61,0.67
0.0266,5.4e-06,446,0.0022669,0.55,0.66
0.0258,5.3e-06,436,0.0022351,0.59,0.66
0.0081,1.6e-07,13,0.0002119,0.56,0.67
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0263,5.7e-06,466,0.0023305,0.59,0.66
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0086,1.8e-07,15,0.0002330,0.54,0.67
0.0080,1.5e-07,12,0.0002119,0.55,0.63
0.0185,1.9e-06,152,0.0011123,0.56,0.66
0.0215,2.7e-06,224,0.0014830,0.53,0.64
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0207,2.3e-06,190,0.0012923,0.50,0.66
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0278,5.5e-06,448,0.0024046,0.48,0.62
0.0285,7.9e-06,648,0.0029025,0.65,0.66
0.0215,2.7e-06,224,0.0014089,0.53,0.67
0.0222,3.1e-06,252,0.0015360,0.54,0.67
0.0166,1.4e-06,117,0.0009322,0.60,0.66
0.0225,2.9e-06,234,0.0015466,0.48,0.63
0.0214,2.5e-06,208,0.0013665,0.49,0.66
0.0319,1.2e-05,1016,0.0040253,0.73,0.64
0.0261,3.2e-06,266,0.0017902,0.35,0.59
0.0267,5.8e-06,478,0.0024258,0.59,0.65
0.0162,1.5e-06,121,0.0009110,0.67,0.69
0.0195,1.9e-06,159,0.0011229,0.50,0.67
0.0261,5.9e-06,486,0.0023834,0.64,0.66
0.0298,1.0e-05,831,0.0034109,0.73,0.66
0.0209,3.1e-06,251,0.0015254,0.64,0.67
0.0213,2.2e-06,184,0.0012923,0.44,0.64
0.0090,2.2e-07,18,0.0002542,0.57,0.69
0.0220,2.7e-06,221,0.0014089,0.48,0.66
0.0212,2.5e-06,209,0.0013877,0.51,0.65
0.0082,1.6e-07,13,0.0001907,0.56,0.74
0.0089,2.0e-07,16,0.0002436,0.53,0.67
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0231,3.5e-06,290,0.0017266,0.55,0.65
0.0076,1.5e-07,12,0.0001695,0.63,0.79
0.0082,1.6e-07,13,0.0002013,0.56,0.70
0.0317,9.3e-06,763,0.0032944,0.56,0.65
0.0271,6.7e-06,552,0.0025741,0.65,0.67
0.0078,1.5e-07,12,0.0001907,0.58,0.70
0.0083,2.1e-07,17,0.0002648,0.69,0.64
0.0092,2.0e-07,16,0.0002436,0.48,0.67
0.0265,6.3e-06,519,0.0024258,0.65,0.68
0.0147,9.5e-07,78,0.0006885,0.57,0.68
0.0251,3.4e-06,281,0.0017267,0.41,0.64
0.0277,7.5e-06,612,0.0028283,0.67,0.65
0.0210,2.8e-06,228,0.0014830,0.57,0.64
0.0088,2.2e-07,18,0.0002542,0.61,0.69
0.0081,1.6e-07,13,0.0002225,0.56,0.64
0.0156,1.3e-06,110,0.0008898,0.67,0.66
0.0092,1.8e-07,15,0.0002436,0.45,0.64
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0291,7.0e-06,575,0.0026800,0.54,0.66
0.0234,4.1e-06,333,0.0018220,0.60,0.68
0.0081,1.6e-07,13,0.0002225,0.56,0.64
0.0199,2.5e-06,202,0.0013559,0.59,0.65
0.0080,1.5e-07,12,0.0002119,0.55,0.63
0.0212,2.3e-06,186,0.0012712,0.45,0.66
0.0085,1.6e-07,13,0.0002119,0.49,0.67
0.0652,2.5e-05,2079,0.0077858,0.17,0.54
0.0182,1.9e-06,155,0.0011229,0.60,0.66
0.0172,1.5e-06,123,0.0009640,0.56,0.66
0.0082,1.6e-07,13,0.0002013,0.56,0.70
0.0146,9.9e-07,81,0.0007309,0.61,0.66
0.0266,6.1e-06,501,0.0024682,0.62,0.65
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0202,2.4e-06,200,0.0013135,0.57,0.67
0.0081,1.6e-07,13,0.0002225,0.56,0.64
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0213,2.8e-06,226,0.0014195,0.55,0.67
0.0169,1.5e-06,125,0.0009428,0.60,0.68
0.0163,1.5e-06,120,0.0009110,0.65,0.68
0.0761,4.4e-05,3591,0.0110908,0.19,0.54
0.0148,1.1e-06,88,0.0007521,0.64,0.67
0.0273,6.6e-06,541,0.0025529,0.62,0.67
0.0210,2.7e-06,218,0.0013877,0.54,0.67
0.0202,2.4e-06,194,0.0013029,0.55,0.66
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0086,1.8e-07,15,0.0002119,0.55,0.74
0.0297,8.2e-06,670,0.0029978,0.59,0.65
0.0224,2.2e-06,179,0.0012923,0.37,0.63
0.0082,1.6e-07,13,0.0002013,0.56,0.70
0.0233,3.6e-06,298,0.0017796,0.55,0.64
0.0233,3.5e-06,286,0.0017161,0.53,0.65
0.0155,1.1e-06,92,0.0007733,0.57,0.68
0.0076,1.5e-07,12,0.0001695,0.63,0.79
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0288,7.8e-06,637,0.0029025,0.62,0.65
0.0081,1.6e-07,13,0.0002224,0.56,0.64
0.0087,2.0e-07,16,0.0002331,0.57,0.70
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0078,1.2e-07,10,0.0001907,0.49,0.62
0.0082,1.6e-07,13,0.0002013,0.56,0.70
0.0222,2.9e-06,240,0.0015360,0.51,0.64
0.0309,9.8e-06,804,0.0034003,0.64,0.65
0.0134,7.6e-07,62,0.0005826,0.60,0.69
0.0189,2.2e-06,178,0.0012394,0.61,0.65
0.0251,5.7e-06,467,0.0022457,0.69,0.69
0.0085,1.8e-07,15,0.0002330,0.57,0.67
0.0078,1.3e-07,11,0.0001801,0.53,0.70
0.0239,3.3e-06,267,0.0016419,0.46,0.65
0.0139,9.5e-07,78,0.0006991,0.68,0.67
0.0157,1.4e-06,114,0.0008792,0.68,0.68
0.0080,1.5e-07,12,0.0002119,0.55,0.63
0.0299,9.9e-06,812,0.0033686,0.70,0.66
0.0081,1.6e-07,13,0.0002119,0.56,0.67
0.0147,1.1e-06,89,0.0007733,0.65,0.66
0.0202,2.4e-06,198,0.0013453,0.56,0.65
0.0189,2.2e-06,179,0.0012182,0.62,0.67
0.0174,1.7e-06,139,0.0010487,0.61,0.66
0.0170,1.6e-06,128,0.0009746,0.60,0.67
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0204,2.3e-06,188,0.0012923,0.51,0.65
0.0273,7.0e-06,577,0.0027012,0.66,0.66
0.0173,1.5e-06,122,0.0009640,0.54,0.65
0.0081,1.5e-07,12,0.0002013,0.52,0.67
0.0310,1.1e-05,863,0.0035910,0.67,0.65
0.0233,4.1e-06,340,0.0019173,0.63,0.65
0.0081,1.6e-07,13,0.0002224,0.56,0.64
0.0087,2.1e-07,17,0.0002330,0.59,0.73
0.0223,3.0e-06,250,0.0015148,0.53,0.67
0.0083,1.6e-07,13,0.0002224,0.53,0.64
0.0081,1.6e-07,13,0.0002119,0.56,0.67
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0082,1.6e-07,13,0.0002013,0.56,0.70
0.0172,1.6e-06,130,0.0009851,0.60,0.67
0.0076,1.2e-07,10,0.0001589,0.52,0.75
0.0206,2.5e-06,205,0.0013665,0.55,0.65
0.0076,1.3e-07,11,0.0001695,0.58,0.75
0.0189,2.1e-06,170,0.0011758,0.59,0.67
0.0185,2.0e-06,166,0.0011546,0.61,0.67
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0179,1.9e-06,152,0.0010805,0.61,0.68
0.0185,2.0e-06,163,0.0011229,0.59,0.68
0.0149,1.0e-06,86,0.0007415,0.60,0.67
0.0220,3.1e-06,257,0.0015889,0.56,0.65
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0711,3.8e-05,3124,0.0103811,0.20,0.53
0.0246,3.2e-06,265,0.0016525,0.42,0.64
0.0084,1.7e-07,14,0.0002119,0.54,0.70
0.0078,1.2e-07,10,0.0001801,0.49,0.66
0.0076,1.5e-07,12,0.0001695,0.63,0.79
0.0081,1.6e-07,13,0.0002119,0.56,0.67
0.0190,2.0e-06,168,0.0011652,0.57,0.67
0.0085,1.8e-07,15,0.0002330,0.57,0.67
0.0281,6.1e-06,497,0.0024787,0.52,0.65
0.0181,1.7e-06,136,0.0009957,0.53,0.68
0.0220,3.9e-06,317,0.0017902,0.69,0.67
0.0242,4.6e-06,381,0.0020339,0.63,0.66
0.0194,1.9e-06,157,0.0011229,0.50,0.66
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0217,2.9e-06,237,0.0015148,0.54,0.65
0.0259,4.6e-06,374,0.0020550,0.50,0.65
0.0185,1.7e-06,136,0.0010593,0.50,0.64
0.0082,1.6e-07,13,0.0002119,0.55,0.67
0.0085,1.6e-07,13,0.0002119,0.49,0.67
0.0078,1.3e-07,11,0.0001801,0.53,0.70
0.0172,1.7e-06,143,0.0010911,0.65,0.64
0.0265,4.1e-06,334,0.0019279,0.42,0.64
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0172,1.7e-06,141,0.0010381,0.65,0.67
0.0082,1.6e-07,13,0.0001907,0.56,0.74
0.0190,2.3e-06,192,0.0012500,0.65,0.68
0.0249,3.7e-06,304,0.0018538,0.46,0.62
0.0164,1.5e-06,120,0.0009322,0.63,0.67
0.0150,1.2e-06,95,0.0007945,0.65,0.67
0.0210,2.3e-06,185,0.0012606,0.46,0.66
0.0165,1.7e-06,138,0.0009957,0.71,0.69
0.0594,3.1e-05,2528,0.0086121,0.28,0.55
0.0157,1.4e-06,112,0.0008792,0.68,0.68
0.0167,1.4e-06,118,0.0009216,0.59,0.67
0.0081,1.5e-07,12,0.0002013,0.52,0.67
0.0229,4.3e-06,352,0.0019385,0.68,0.66
0.0198,2.5e-06,201,0.0013559,0.60,0.65
0.0081,1.5e-07,12,0.0001907,0.52,0.70
0.0270,6.7e-06,550,0.0026059,0.65,0.66
0.0188,2.0e-06,166,0.0011546,0.58,0.67
0.0076,1.5e-07,12,0.0001695,0.63,0.79
0.0270,6.2e-06,505,0.0024999,0.60,0.65
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0080,1.5e-07,12,0.0002119,0.55,0.63
0.0168,1.5e-06,126,0.0009640,0.62,0.67
0.0289,4.0e-06,327,0.0019597,0.32,0.62
0.0223,2.9e-06,234,0.0015254,0.49,0.64
0.0188,2.3e-06,190,0.0012500,0.66,0.68
0.0079,1.2e-07,10,0.0001801,0.48,0.66
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0310,9.6e-06,788,0.0033262,0.62,0.66
0.0225,3.5e-06,287,0.0016949,0.59,0.66
0.0263,6.4e-06,526,0.0025317,0.67,0.66
0.0315,1.1e-05,938,0.0037499,0.70,0.65
0.0078,1.3e-07,11,0.0001801,0.53,0.70
0.0207,2.8e-06,226,0.0014089,0.60,0.67
0.0151,1.0e-06,82,0.0007203,0.56,0.67
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0323,1.3e-05,1067,0.0040995,0.74,0.65
0.0082,1.6e-07,13,0.0002013,0.56,0.70
0.0088,1.8e-07,15,0.0002330,0.51,0.67
0.0156,1.3e-06,107,0.0008686,0.65,0.66
0.0316,1.1e-05,874,0.0035169,0.64,0.67
0.0269,6.4e-06,528,0.0025635,0.63,0.65
0.0217,2.7e-06,221,0.0014300,0.50,0.65
0.0139,8.0e-07,66,0.0006038,0.57,0.69
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0292,8.7e-06,717,0.0031037,0.67,0.66
0.0217,3.3e-06,269,0.0016207,0.62,0.66
0.0263,5.7e-06,465,0.0023622,0.59,0.65
0.0328,9.2e-06,758,0.0033262,0.50,0.64
0.0189,1.9e-06,158,0.0011440,0.54,0.65
0.0078,1.5e-07,12,0.0001907,0.58,0.70
0.0222,3.8e-06,310,0.0018008,0.66,0.65
0.0166,1.4e-06,118,0.0009322,0.60,0.66
0.0076,1.2e-07,10,0.0001589,0.52,0.75
0.0080,1.5e-07,12,0.0002119,0.55,0.63
0.0207,2.9e-06,242,0.0015042,0.64,0.66
0.0083,1.7e-07,14,0.0002330,0.57,0.64
0.0247,5.0e-06,413,0.0021716,0.64,0.65
0.0160,1.4e-06,116,0.0009004,0.66,0.68
0.0083,1.8e-07,15,0.0002436,0.61,0.64
0.0170,1.5e-06,123,0.0009534,0.59,0.66
0.0215,2.8e-06,230,0.0014724,0.54,0.65
0.0078,1.3e-07,11,0.0001907,0.53,0.66
0.0089,2.2e-07,18,0.0002542,0.60,0.69
0.0081,1.6e-07,13,0.0002225,0.56,0.64
0.0228,4.3e-06,350,0.0018856,0.69,0.67
0.0170,1.6e-06,134,0.0009957,0.64,0.67
0.0087,1.7e-07,14,0.0002225,0.50,0.67
0.0081,1.6e-07,13,0.0002119,0.56,0.67
0.0086,1.8e-07,15,0.0002330,0.54,0.67
0.0076,1.5e-07,12,0.0001695,0.63,0.79
0.0146,1.1e-06,88,0.0007309,0.65,0.69
0.0082,1.6e-07,13,0.0001907,0.56,0.74
0.0083,1.7e-07,14,0.0002225,0.57,0.67
0.0201,2.8e-06,232,0.0014724,0.66,0.66
0.0076,1.5e-07,12,0.0001695,0.63,0.79
0.0083,1.6e-07,13,0.0002225,0.53,0.64
0.0088,2.0e-07,16,0.0002436,0.55,0.67
0.0279,6.7e-06,553,0.0026271,0.59,0.66
0.0082,1.7e-07,14,0.0002013,0.60,0.74
0.0257,5.8e-06,478,0.0024152,0.66,0.65
0.0262,3.6e-06,298,0.0017584,0.39,0.65
0.0083,1.7e-07,14,0.0002224,0.57,0.67
0.0146,1.0e-06,86,0.0007097,0.64,0.70
0.0265,4.1e-06,336,0.0019809,0.42,0.62
0.0161,1.4e-06,117,0.0008898,0.65,0.69
0.0078,1.5e-07,12,0.0001907,0.58,0.70
0.0078,1.5e-07,12,0.0001907,0.58,0.70
0.0084,1.8e-07,15,0.0002225,0.58,0.70
0.0161,1.5e-06,119,0.0009216,0.66,0.67
0.0311,6.4e-06,524,0.0025741,0.41,0.65
0.0233,3.9e-06,323,0.0018114,0.60,0.67
