Radius [mm],Diameter [mm],Volume [mm³],Voxel,Surface [mm²],Compactness,Sphericity
0.0079,0.0158,1.3e-06,81,0.0008338,0.65,0.71
0.0079,0.0158,1.3e-06,81,0.0008728,0.65,0.68
0.0077,0.0153,1.3e-06,81,0.0008598,0.71,0.69
0.0078,0.0156,1.3e-06,81,0.0008728,0.67,0.68
0.0078,0.0157,1.3e-06,81,0.0008468,0.66,0.70
0.0078,0.0157,1.3e-06,81,0.0008468,0.67,0.70
0.0078,0.0156,1.3e-06,81,0.0008598,0.68,0.69
0.0079,0.0158,1.3e-06,81,0.0008468,0.65,0.70
0.0078,0.0156,1.3e-06,81,0.0008728,0.68,0.68
0.0084,0.0169,1.3e-06,81,0.0008598,0.54,0.69
0.0077,0.0154,1.3e-06,81,0.0008338,0.70,0.71
0.0157,0.0313,3.8e-06,230,0.0020193,0.24,0.59
0.0053,0.0106,2.8e-07,17,0.0003257,0.46,0.64
0.0108,0.0217,2.2e-06,134,0.0013158,0.42,0.63
0.0113,0.0225,2.2e-06,134,0.0012897,0.37,0.64
0.0102,0.0204,2.2e-06,134,0.0012506,0.50,0.66
0.0121,0.0242,2.2e-06,134,0.0012767,0.30,0.65
0.0094,0.0187,2.2e-06,134,0.0012376,0.65,0.67
0.0094,0.0189,2.2e-06,134,0.0012637,0.63,0.65
0.0107,0.0215,2.2e-06,134,0.0013158,0.43,0.63
0.0106,0.0212,2.2e-06,134,0.0012767,0.45,0.65
0.0096,0.0191,2.2e-06,134,0.0012767,0.61,0.65
0.0104,0.0209,2.2e-06,134,0.0012897,0.47,0.64
0.0135,0.0269,3.6e-06,217,0.0017587,0.35,0.65
0.0094,0.0188,2.1e-06,124,0.0011985,0.60,0.65
0.0101,0.0202,2.1e-06,124,0.0011855,0.48,0.66
0.0091,0.0183,2.1e-06,124,0.0011594,0.64,0.68
0.0096,0.0191,2.1e-06,124,0.0011595,0.56,0.68
0.0091,0.0183,2.1e-06,124,0.0011725,0.64,0.67
0.0091,0.0182,2.1e-06,124,0.0011985,0.65,0.65
0.0091,0.0182,2.1e-06,124,0.0011855,0.65,0.66
0.0106,0.0212,2.1e-06,124,0.0012376,0.41,0.63
0.0095,0.0190,2.1e-06,124,0.0011725,0.58,0.67
0.0100,0.0199,2.1e-06,124,0.0011855,0.50,0.66
0.0094,0.0187,2.1e-06,124,0.0011725,0.60,0.67
0.0094,0.0189,2.1e-06,124,0.0011464,0.59,0.68
0.0093,0.0186,2.1e-06,124,0.0011725,0.61,0.67
0.0091,0.0182,2.1e-06,124,0.0011725,0.65,0.67
0.0092,0.0185,2.1e-06,124,0.0011985,0.63,0.65
0.0045,0.0090,2.0e-07,12,0.0002475,0.52,0.67
0.0088,0.0175,1.6e-06,97,0.0009510,0.57,0.70
0.0084,0.0168,1.6e-06,97,0.0009640,0.65,0.69
0.0083,0.0166,1.6e-06,97,0.0009380,0.68,0.71
0.0085,0.0170,1.6e-06,97,0.0009771,0.62,0.68
0.0082,0.0165,1.6e-06,97,0.0009640,0.69,0.69
0.0083,0.0166,1.6e-06,97,0.0009640,0.67,0.69
0.0086,0.0172,1.6e-06,97,0.0009640,0.61,0.69
0.0084,0.0169,1.6e-06,97,0.0009380,0.64,0.71
0.0085,0.0169,1.6e-06,97,0.0009640,0.63,0.69
0.0085,0.0169,1.6e-06,97,0.0009250,0.64,0.72
0.0082,0.0164,1.6e-06,97,0.0009250,0.70,0.72
0.0094,0.0188,1.6e-06,97,0.0010031,0.47,0.66
0.0083,0.0165,1.6e-06,97,0.0009510,0.68,0.70
0.0083,0.0166,1.6e-06,97,0.0009380,0.67,0.71
0.0085,0.0169,1.6e-06,97,0.0009640,0.63,0.69
0.0088,0.0175,1.6e-06,97,0.0009640,0.57,0.69
0.0088,0.0176,1.6e-06,97,0.0009640,0.57,0.69
0.0087,0.0174,1.6e-06,97,0.0009510,0.59,0.70
0.0106,0.0212,2.5e-06,153,0.0013549,0.51,0.67
0.0113,0.0226,2.5e-06,153,0.0014200,0.42,0.63
0.0113,0.0227,2.5e-06,153,0.0014200,0.42,0.63
0.0116,0.0231,2.9e-06,172,0.0015242,0.44,0.64
0.0135,0.0270,2.9e-06,172,0.0017066,0.28,0.57
0.0042,0.0085,1.7e-07,10,0.0001954,0.52,0.75
0.0045,0.0090,2.2e-07,13,0.0002475,0.56,0.70
0.0154,0.0307,3.4e-06,204,0.0018629,0.22,0.59
0.0089,0.0177,1.8e-06,106,0.0010683,0.61,0.66
0.0092,0.0183,1.8e-06,106,0.0010552,0.55,0.67
0.0085,0.0170,1.8e-06,106,0.0010162,0.68,0.69
0.0089,0.0179,1.8e-06,106,0.0010292,0.59,0.69
0.0085,0.0169,1.8e-06,106,0.0010683,0.69,0.66
0.0094,0.0188,1.8e-06,106,0.0010552,0.50,0.67
0.0086,0.0171,1.8e-06,106,0.0010292,0.67,0.69
0.0088,0.0176,1.8e-06,106,0.0010161,0.62,0.69
0.0085,0.0170,1.8e-06,106,0.0010683,0.68,0.66
0.0091,0.0182,1.8e-06,106,0.0010422,0.56,0.68
0.0086,0.0172,1.8e-06,106,0.0010422,0.66,0.68
0.0087,0.0173,1.8e-06,106,0.0010552,0.65,0.67
0.0090,0.0180,1.8e-06,106,0.0010292,0.58,0.69
0.0088,0.0175,1.8e-06,106,0.0010683,0.62,0.66
0.0085,0.0171,1.8e-06,106,0.0010162,0.67,0.69
0.0086,0.0172,1.8e-06,106,0.0010292,0.66,0.69
0.0088,0.0176,1.8e-06,106,0.0010683,0.62,0.66
0.0087,0.0175,1.8e-06,106,0.0010683,0.63,0.66
0.0086,0.0171,1.8e-06,106,0.0010422,0.67,0.68
0.0088,0.0176,1.8e-06,106,0.0010552,0.62,0.67
0.0087,0.0173,1.8e-06,106,0.0010813,0.65,0.65
0.0085,0.0170,1.8e-06,106,0.0010813,0.68,0.65
0.0085,0.0169,1.8e-06,106,0.0010813,0.69,0.65
0.0089,0.0179,1.8e-06,106,0.0010292,0.59,0.69
0.0087,0.0174,1.8e-06,106,0.0010422,0.64,0.68
0.0086,0.0171,1.8e-06,106,0.0010422,0.67,0.68
0.0088,0.0176,1.8e-06,106,0.0010552,0.62,0.67
0.0086,0.0172,1.8e-06,106,0.0010292,0.66,0.69
0.0090,0.0181,1.8e-06,106,0.0010813,0.57,0.65
0.0087,0.0174,1.8e-06,106,0.0010422,0.64,0.68
0.0086,0.0172,1.8e-06,106,0.0010422,0.66,0.68
0.0089,0.0178,1.8e-06,106,0.0010552,0.59,0.67
0.0085,0.0171,1.8e-06,106,0.0010422,0.68,0.68
0.0086,0.0172,1.8e-06,106,0.0010292,0.66,0.69
0.0107,0.0214,1.8e-06,106,0.0011204,0.35,0.63
0.0087,0.0173,1.8e-06,106,0.0010943,0.65,0.64
0.0086,0.0172,1.8e-06,106,0.0010422,0.66,0.68
0.0095,0.0191,1.8e-06,106,0.0010683,0.49,0.66
0.0092,0.0185,1.8e-06,106,0.0010161,0.54,0.69
0.0085,0.0170,1.8e-06,106,0.0010683,0.69,0.66
0.0090,0.0181,1.8e-06,106,0.0010161,0.57,0.69
0.0085,0.0171,1.8e-06,106,0.0010552,0.67,0.67
0.0087,0.0173,1.8e-06,106,0.0010943,0.65,0.64
0.0090,0.0180,1.8e-06,106,0.0010683,0.58,0.66
0.0088,0.0175,1.8e-06,106,0.0010292,0.62,0.69
0.0092,0.0183,1.8e-06,106,0.0010813,0.55,0.65
0.0088,0.0175,1.8e-06,106,0.0010422,0.63,0.68
0.0088,0.0177,1.8e-06,106,0.0010552,0.61,0.67
0.0087,0.0173,1.8e-06,106,0.0010683,0.65,0.66
0.0090,0.0180,1.8e-06,106,0.0010552,0.58,0.67
0.0130,0.0261,2.7e-06,163,0.0015373,0.29,0.61
0.0048,0.0097,2.7e-07,16,0.0002866,0.56,0.70
0.0115,0.0230,2.3e-06,141,0.0013418,0.37,0.64
0.0053,0.0105,3.0e-07,18,0.0003387,0.49,0.64
0.0164,0.0327,4.1e-06,244,0.0021886,0.22,0.56
0.0126,0.0251,3.0e-06,183,0.0015763,0.37,0.64
0.0095,0.0190,2.2e-06,133,0.0011985,0.62,0.68
0.0095,0.0190,2.2e-06,133,0.0012506,0.62,0.66
0.0093,0.0186,2.2e-06,133,0.0012637,0.65,0.65
0.0113,0.0227,2.5e-06,152,0.0013679,0.41,0.66
0.0102,0.0204,2.2e-06,133,0.0012767,0.49,0.64
0.0117,0.0235,2.5e-06,152,0.0013809,0.37,0.65
0.0121,0.0243,2.8e-06,171,0.0015503,0.38,0.63
0.0121,0.0242,2.5e-06,152,0.0014721,0.34,0.61
0.0046,0.0092,2.7e-07,16,0.0003127,0.65,0.64
0.0149,0.0299,3.4e-06,203,0.0019020,0.24,0.57
0.0100,0.0200,2.0e-06,123,0.0011855,0.49,0.66
0.0096,0.0193,2.0e-06,123,0.0011985,0.55,0.65
0.0099,0.0199,2.0e-06,123,0.0011985,0.50,0.65
0.0096,0.0193,2.0e-06,123,0.0011725,0.55,0.66
0.0091,0.0183,2.0e-06,123,0.0011594,0.64,0.67
0.0096,0.0193,2.0e-06,123,0.0011334,0.55,0.69
0.0092,0.0184,2.0e-06,123,0.0011855,0.63,0.66
0.0092,0.0183,2.0e-06,123,0.0011855,0.64,0.66
0.0093,0.0186,2.0e-06,123,0.0011464,0.61,0.68
0.0098,0.0196,2.0e-06,123,0.0011855,0.52,0.66
0.0092,0.0184,2.0e-06,123,0.0011725,0.63,0.66
0.0095,0.0190,2.0e-06,123,0.0011855,0.57,0.66
0.0100,0.0200,2.0e-06,123,0.0011725,0.49,0.66
0.0092,0.0184,2.0e-06,123,0.0011855,0.63,0.66
0.0100,0.0201,2.0e-06,123,0.0011725,0.48,0.66
0.0101,0.0202,2.0e-06,123,0.0011985,0.47,0.65
0.0100,0.0201,2.0e-06,123,0.0011855,0.48,0.66
0.0093,0.0186,2.0e-06,123,0.0011985,0.61,0.65
0.0091,0.0183,2.0e-06,123,0.0011594,0.64,0.67
0.0103,0.0207,2.0e-06,123,0.0011855,0.44,0.66
0.0106,0.0212,2.0e-06,123,0.0012376,0.41,0.63
0.0092,0.0183,2.0e-06,123,0.0011855,0.64,0.66
0.0092,0.0184,2.0e-06,123,0.0011855,0.63,0.66
0.0091,0.0182,2.0e-06,123,0.0011464,0.64,0.68
0.0154,0.0307,3.6e-06,215,0.0019672,0.24,0.57
0.0048,0.0096,2.3e-07,14,0.0002736,0.50,0.67
0.0087,0.0175,1.6e-06,96,0.0009510,0.57,0.69
0.0095,0.0191,1.6e-06,96,0.0009640,0.44,0.69
0.0083,0.0165,1.6e-06,96,0.0009250,0.67,0.71
0.0082,0.0165,1.6e-06,96,0.0009771,0.68,0.68
0.0077,0.0155,1.3e-06,80,0.0008468,0.69,0.69
0.0077,0.0153,1.3e-06,80,0.0008468,0.70,0.69
0.0078,0.0156,1.3e-06,80,0.0008468,0.66,0.69
0.0083,0.0166,1.6e-06,96,0.0009510,0.67,0.69
0.0080,0.0160,1.3e-06,80,0.0008598,0.63,0.68
0.0079,0.0158,1.3e-06,80,0.0008598,0.64,0.68
0.0077,0.0154,1.3e-06,80,0.0008338,0.69,0.70
0.0078,0.0156,1.3e-06,80,0.0008468,0.67,0.69
0.0077,0.0154,1.3e-06,80,0.0008598,0.69,0.68
0.0077,0.0153,1.3e-06,80,0.0008468,0.70,0.69
0.0078,0.0156,1.3e-06,80,0.0008468,0.67,0.69
0.0083,0.0166,1.6e-06,96,0.0009510,0.67,0.69
0.0087,0.0174,1.6e-06,96,0.0009771,0.58,0.68
0.0096,0.0193,1.9e-06,112,0.0010552,0.50,0.69
0.0083,0.0166,1.6e-06,96,0.0009510,0.67,0.69
0.0080,0.0160,1.3e-06,80,0.0008468,0.62,0.69
0.0080,0.0160,1.3e-06,80,0.0008598,0.62,0.68
0.0085,0.0170,1.6e-06,96,0.0009771,0.62,0.68
0.0086,0.0172,1.6e-06,96,0.0009771,0.60,0.68
0.0077,0.0155,1.3e-06,80,0.0008468,0.68,0.69
0.0085,0.0169,1.6e-06,96,0.0009510,0.63,0.69
0.0078,0.0156,1.3e-06,80,0.0008598,0.67,0.68
0.0091,0.0181,1.6e-06,96,0.0009640,0.51,0.69
0.0077,0.0153,1.3e-06,80,0.0008468,0.70,0.69
0.0078,0.0156,1.3e-06,80,0.0008468,0.67,0.69
0.0073,0.0147,1.3e-06,80,0.0008207,0.81,0.71
0.0078,0.0156,1.3e-06,80,0.0008598,0.67,0.68
0.0079,0.0158,1.3e-06,80,0.0008468,0.64,0.69
0.0080,0.0160,1.3e-06,80,0.0008468,0.62,0.69
0.0079,0.0158,1.3e-06,80,0.0008468,0.64,0.69
0.0082,0.0164,1.3e-06,80,0.0008598,0.58,0.68
0.0089,0.0179,1.6e-06,96,0.0009640,0.54,0.69
0.0078,0.0156,1.3e-06,80,0.0008468,0.67,0.69
0.0079,0.0157,1.3e-06,80,0.0008598,0.65,0.68
0.0078,0.0156,1.3e-06,80,0.0008468,0.67,0.69
0.0079,0.0158,1.3e-06,80,0.0008468,0.64,0.69
0.0073,0.0147,1.3e-06,80,0.0008207,0.81,0.71
0.0077,0.0154,1.3e-06,80,0.0008338,0.69,0.70
0.0078,0.0156,1.3e-06,80,0.0008598,0.67,0.68
0.0073,0.0147,1.3e-06,80,0.0008207,0.81,0.71
0.0079,0.0158,1.3e-06,80,0.0008598,0.64,0.68
0.0131,0.0263,3.0e-06,182,0.0016936,0.32,0.60
0.0154,0.0308,3.5e-06,208,0.0019411,0.23,0.57
0.0044,0.0087,1.7e-07,10,0.0002215,0.48,0.66
0.0093,0.0186,1.7e-06,105,0.0010552,0.52,0.66
0.0087,0.0174,1.7e-06,105,0.0010552,0.64,0.66
0.0088,0.0176,1.7e-06,105,0.0010422,0.61,0.67
0.0110,0.0220,2.3e-06,140,0.0012897,0.42,0.66
0.0085,0.0170,1.7e-06,105,0.0010162,0.67,0.69
0.0087,0.0173,1.7e-06,105,0.0010813,0.64,0.65
0.0086,0.0172,1.7e-06,105,0.0010422,0.66,0.67
0.0085,0.0170,1.7e-06,105,0.0010292,0.68,0.68
0.0086,0.0172,1.7e-06,105,0.0010292,0.66,0.68
0.0086,0.0171,1.7e-06,105,0.0010552,0.66,0.66
0.0100,0.0199,1.7e-06,105,0.0010683,0.42,0.66
0.0084,0.0168,1.7e-06,105,0.0010552,0.70,0.66
0.0090,0.0180,1.7e-06,105,0.0010683,0.57,0.66
0.0088,0.0175,1.7e-06,105,0.0010292,0.62,0.68
0.0086,0.0172,1.7e-06,105,0.0010161,0.65,0.69
0.0085,0.0169,1.7e-06,105,0.0010683,0.69,0.66
0.0086,0.0171,1.7e-06,105,0.0010552,0.66,0.66
0.0085,0.0170,1.7e-06,105,0.0010552,0.67,0.66
0.0094,0.0187,1.7e-06,105,0.0010943,0.51,0.64
0.0086,0.0173,1.7e-06,105,0.0010422,0.65,0.67
0.0090,0.0181,1.7e-06,105,0.0010552,0.56,0.66
0.0087,0.0174,1.7e-06,105,0.0010683,0.63,0.66
0.0097,0.0194,1.7e-06,105,0.0010813,0.46,0.65
0.0110,0.0220,2.3e-06,140,0.0012767,0.42,0.67
0.0088,0.0175,1.7e-06,105,0.0010292,0.62,0.68
0.0090,0.0180,1.7e-06,105,0.0010422,0.57,0.67
0.0089,0.0179,1.7e-06,105,0.0010422,0.58,0.67
0.0087,0.0173,1.7e-06,105,0.0010552,0.64,0.66
0.0087,0.0175,1.7e-06,105,0.0010292,0.63,0.68
0.0088,0.0176,1.7e-06,105,0.0010162,0.61,0.69
0.0088,0.0176,1.7e-06,105,0.0010683,0.61,0.66
0.0089,0.0179,1.7e-06,105,0.0010552,0.58,0.66
0.0088,0.0176,1.7e-06,105,0.0010552,0.61,0.66
0.0086,0.0171,1.7e-06,105,0.0010292,0.66,0.68
0.0086,0.0171,1.7e-06,105,0.0010292,0.66,0.68
0.0096,0.0191,1.7e-06,105,0.0010813,0.48,0.65
0.0087,0.0173,1.7e-06,105,0.0010813,0.64,0.65
0.0087,0.0173,1.7e-06,105,0.0010813,0.64,0.65
0.0092,0.0184,1.7e-06,105,0.0010552,0.54,0.66
0.0179,0.0358,5.1e-06,308,0.0025143,0.21,0.57
0.0120,0.0241,2.8e-06,170,0.0014982,0.39,0.65
0.0114,0.0228,2.5e-06,151,0.0014200,0.40,0.63
0.0117,0.0234,2.5e-06,151,0.0013939,0.37,0.64
0.0126,0.0251,2.5e-06,151,0.0014070,0.30,0.63
0.0120,0.0241,2.5e-06,151,0.0014461,0.34,0.62
0.0112,0.0224,2.5e-06,151,0.0013418,0.43,0.67
0.0159,0.0318,4.1e-06,248,0.0021365,0.25,0.58
0.0095,0.0189,2.2e-06,132,0.0012116,0.62,0.67
0.0099,0.0198,2.2e-06,132,0.0012767,0.54,0.64
0.0098,0.0196,2.2e-06,132,0.0012376,0.55,0.66
0.0093,0.0187,2.2e-06,132,0.0012246,0.64,0.67
0.0098,0.0197,2.2e-06,132,0.0012637,0.55,0.65
0.0092,0.0185,2.2e-06,132,0.0012376,0.66,0.66
0.0094,0.0189,2.2e-06,132,0.0012506,0.62,0.65
0.0070,0.0139,9.5e-07,57,0.0006253,0.67,0.75
0.0070,0.0139,9.5e-07,57,0.0006253,0.67,0.75
0.0070,0.0139,9.5e-07,57,0.0006253,0.67,0.75
0.0122,0.0243,2.6e-06,157,0.0014200,0.35,0.65
0.0046,0.0092,2.2e-07,13,0.0002736,0.53,0.64
0.0098,0.0197,2.0e-06,122,0.0011855,0.51,0.65
0.0097,0.0193,2.0e-06,122,0.0011334,0.54,0.68
0.0090,0.0181,2.0e-06,122,0.0011725,0.65,0.66
0.0099,0.0199,2.0e-06,122,0.0011855,0.49,0.65
0.0108,0.0215,2.0e-06,122,0.0012116,0.39,0.64
0.0095,0.0190,2.0e-06,122,0.0012116,0.56,0.64
0.0095,0.0190,2.0e-06,122,0.0011855,0.57,0.65
0.0098,0.0197,2.0e-06,122,0.0011204,0.51,0.69
0.0095,0.0190,2.0e-06,122,0.0011855,0.57,0.65
0.0091,0.0182,2.0e-06,122,0.0011595,0.64,0.67
0.0091,0.0183,2.0e-06,122,0.0011725,0.64,0.66
0.0091,0.0182,2.0e-06,122,0.0011464,0.64,0.68
0.0103,0.0205,2.0e-06,122,0.0011855,0.45,0.65
0.0104,0.0209,2.0e-06,122,0.0011855,0.43,0.65
0.0090,0.0181,2.0e-06,122,0.0011464,0.66,0.68
0.0091,0.0182,2.0e-06,122,0.0011725,0.64,0.66
0.0094,0.0187,2.0e-06,122,0.0011595,0.59,0.67
0.0092,0.0184,2.0e-06,122,0.0011725,0.62,0.66
0.0102,0.0204,2.0e-06,122,0.0012246,0.46,0.63
0.0096,0.0193,2.0e-06,122,0.0011464,0.54,0.68
0.0091,0.0182,2.0e-06,122,0.0011594,0.65,0.67
0.0050,0.0101,2.5e-07,15,0.0002736,0.47,0.70
0.0040,0.0081,1.5e-07,9,0.0002084,0.54,0.65
0.0053,0.0105,3.3e-07,20,0.0003127,0.54,0.74
0.0117,0.0234,2.3e-06,139,0.0013288,0.34,0.64
0.0110,0.0220,2.3e-06,139,0.0012897,0.42,0.66
0.0116,0.0233,2.5e-06,150,0.0013809,0.38,0.64
0.0121,0.0241,2.5e-06,150,0.0014461,0.34,0.61
0.0108,0.0217,2.5e-06,150,0.0013288,0.47,0.67
0.0112,0.0224,2.5e-06,150,0.0013809,0.42,0.64
0.0043,0.0087,1.5e-07,9,0.0002215,0.44,0.62
0.0086,0.0172,1.6e-06,95,0.0009380,0.59,0.70
0.0085,0.0169,1.6e-06,95,0.0009380,0.62,0.70
0.0082,0.0164,1.6e-06,95,0.0009250,0.68,0.71
0.0082,0.0164,1.6e-06,95,0.0009250,0.69,0.71
0.0094,0.0188,1.6e-06,95,0.0009640,0.46,0.68
0.0085,0.0169,1.6e-06,95,0.0009640,0.62,0.68
0.0088,0.0175,1.6e-06,95,0.0009640,0.56,0.68
0.0083,0.0166,1.6e-06,95,0.0009510,0.66,0.69
0.0083,0.0166,1.6e-06,95,0.0009640,0.67,0.68
0.0085,0.0169,1.6e-06,95,0.0009510,0.62,0.69
0.0083,0.0166,1.6e-06,95,0.0009380,0.66,0.70
0.0085,0.0171,1.6e-06,95,0.0009380,0.61,0.70
0.0083,0.0166,1.6e-06,95,0.0009771,0.66,0.67
0.0085,0.0169,1.6e-06,95,0.0009510,0.62,0.69
0.0085,0.0170,1.6e-06,95,0.0009510,0.61,0.69
0.0087,0.0175,1.6e-06,95,0.0009380,0.56,0.70
0.0089,0.0179,1.6e-06,95,0.0009640,0.53,0.68
0.0083,0.0166,1.6e-06,95,0.0009380,0.66,0.70
0.0085,0.0170,1.6e-06,95,0.0009380,0.61,0.70
0.0089,0.0179,1.6e-06,95,0.0009380,0.53,0.70
0.0085,0.0169,1.6e-06,95,0.0009510,0.62,0.69
0.0088,0.0175,1.6e-06,95,0.0009640,0.56,0.68
0.0086,0.0171,1.7e-06,104,0.0010292,0.66,0.68
0.0086,0.0172,1.7e-06,104,0.0010292,0.64,0.68
0.0086,0.0171,1.7e-06,104,0.0010552,0.66,0.66
0.0094,0.0188,1.7e-06,104,0.0010813,0.50,0.64
0.0090,0.0180,1.7e-06,104,0.0010292,0.56,0.68
0.0085,0.0170,1.7e-06,104,0.0010031,0.67,0.69
0.0087,0.0173,1.7e-06,104,0.0010683,0.64,0.65
0.0093,0.0187,1.7e-06,104,0.0010422,0.51,0.67
0.0085,0.0170,1.7e-06,104,0.0010422,0.67,0.67
0.0087,0.0174,1.7e-06,104,0.0010292,0.63,0.68
0.0085,0.0171,1.7e-06,104,0.0010552,0.66,0.66
0.0086,0.0172,1.7e-06,104,0.0010422,0.65,0.67
0.0086,0.0171,1.7e-06,104,0.0010162,0.66,0.69
0.0085,0.0170,1.7e-06,104,0.0010552,0.67,0.66
0.0085,0.0170,1.7e-06,104,0.0010292,0.67,0.68
0.0091,0.0182,1.7e-06,104,0.0010292,0.54,0.68
0.0091,0.0183,1.7e-06,104,0.0010031,0.54,0.69
0.0089,0.0179,1.7e-06,104,0.0010161,0.58,0.69
0.0086,0.0172,1.7e-06,104,0.0010292,0.65,0.68
0.0089,0.0177,1.7e-06,104,0.0010161,0.59,0.69
0.0100,0.0199,1.7e-06,104,0.0010552,0.42,0.66
0.0088,0.0175,1.7e-06,104,0.0010162,0.62,0.69
0.0085,0.0170,1.7e-06,104,0.0010683,0.67,0.65
0.0085,0.0170,1.7e-06,104,0.0010162,0.67,0.69
0.0089,0.0178,1.7e-06,104,0.0010031,0.59,0.69
0.0094,0.0187,1.7e-06,104,0.0010943,0.50,0.64
0.0086,0.0171,1.7e-06,104,0.0010031,0.66,0.69
0.0085,0.0169,1.7e-06,104,0.0010422,0.68,0.67
0.0085,0.0171,1.7e-06,104,0.0010422,0.66,0.67
0.0092,0.0183,1.7e-06,104,0.0010422,0.54,0.67
0.0096,0.0192,1.7e-06,104,0.0010813,0.46,0.64
0.0094,0.0187,1.7e-06,104,0.0010683,0.50,0.65
0.0087,0.0173,1.7e-06,104,0.0010813,0.64,0.64
0.0091,0.0181,1.7e-06,104,0.0010552,0.55,0.66
0.0086,0.0172,1.7e-06,104,0.0010422,0.65,0.67
0.0085,0.0169,1.7e-06,104,0.0010161,0.68,0.69
0.0086,0.0172,1.7e-06,104,0.0010813,0.65,0.64
0.0088,0.0177,1.7e-06,104,0.0010813,0.60,0.64
0.0089,0.0178,1.7e-06,104,0.0010161,0.59,0.69
0.0085,0.0170,1.7e-06,104,0.0010161,0.68,0.69
0.0086,0.0172,1.7e-06,104,0.0010552,0.65,0.66
0.0085,0.0170,1.7e-06,104,0.0010422,0.67,0.67
0.0086,0.0172,1.7e-06,104,0.0010422,0.65,0.67
0.0089,0.0178,1.7e-06,104,0.0010683,0.59,0.65
0.0086,0.0173,1.7e-06,104,0.0010292,0.64,0.68
0.0087,0.0173,1.7e-06,104,0.0010552,0.64,0.66
0.0093,0.0186,1.7e-06,104,0.0010292,0.51,0.68
0.0084,0.0168,1.7e-06,104,0.0010292,0.70,0.68
0.0087,0.0175,1.7e-06,104,0.0010292,0.62,0.68
0.0086,0.0172,1.7e-06,104,0.0010031,0.65,0.69
0.0086,0.0171,1.7e-06,104,0.0010161,0.66,0.69
0.0096,0.0193,1.7e-06,104,0.0010943,0.46,0.64
0.0085,0.0171,1.7e-06,104,0.0010161,0.66,0.69
0.0089,0.0178,1.7e-06,104,0.0010552,0.58,0.66
0.0086,0.0173,1.7e-06,104,0.0010162,0.64,0.69
0.0086,0.0172,1.7e-06,104,0.0010422,0.65,0.67
0.0086,0.0173,1.7e-06,104,0.0010552,0.64,0.66
0.0085,0.0170,1.7e-06,104,0.0010422,0.67,0.67
0.0086,0.0172,1.7e-06,104,0.0010031,0.65,0.69
0.0085,0.0170,1.7e-06,104,0.0010292,0.67,0.68
0.0087,0.0175,1.7e-06,104,0.0010422,0.62,0.67
0.0101,0.0203,2.2e-06,131,0.0012767,0.50,0.64
0.0110,0.0220,2.2e-06,131,0.0012376,0.39,0.66
0.0094,0.0187,2.2e-06,131,0.0012376,0.63,0.66
0.0094,0.0188,2.2e-06,131,0.0012246,0.63,0.66
0.0133,0.0266,3.0e-06,180,0.0016936,0.31,0.59
0.0041,0.0083,1.3e-07,8,0.0001824,0.45,0.69
0.0081,0.0162,1.3e-06,79,0.0008338,0.59,0.70
0.0079,0.0157,1.3e-06,79,0.0008598,0.64,0.67
0.0078,0.0155,1.3e-06,79,0.0008338,0.67,0.70
0.0079,0.0158,1.3e-06,79,0.0008598,0.64,0.67
0.0082,0.0163,1.3e-06,79,0.0008598,0.58,0.67
0.0080,0.0161,1.3e-06,79,0.0008598,0.61,0.67
0.0079,0.0157,1.3e-06,79,0.0008338,0.64,0.70
0.0073,0.0147,1.3e-06,79,0.0008207,0.80,0.71
0.0081,0.0163,1.3e-06,79,0.0008598,0.58,0.67
0.0078,0.0155,1.3e-06,79,0.0008468,0.67,0.68
0.0077,0.0153,1.3e-06,79,0.0008598,0.70,0.67
0.0077,0.0153,1.3e-06,79,0.0008598,0.70,0.67
0.0079,0.0158,1.3e-06,79,0.0008598,0.63,0.67
0.0079,0.0158,1.3e-06,79,0.0008468,0.63,0.68
0.0079,0.0158,1.3e-06,79,0.0008598,0.64,0.67
0.0073,0.0147,1.3e-06,79,0.0008207,0.80,0.71
0.0078,0.0155,1.3e-06,79,0.0008598,0.67,0.67
0.0082,0.0164,1.3e-06,79,0.0008468,0.57,0.68
0.0078,0.0156,1.3e-06,79,0.0008468,0.67,0.68
0.0086,0.0171,1.3e-06,79,0.0008598,0.50,0.67
0.0073,0.0147,1.3e-06,79,0.0008207,0.80,0.71
0.0077,0.0154,1.3e-06,79,0.0008338,0.69,0.70
0.0081,0.0162,1.3e-06,79,0.0008468,0.59,0.68
0.0079,0.0158,1.3e-06,79,0.0008468,0.64,0.68
0.0078,0.0156,1.3e-06,79,0.0008468,0.66,0.68
0.0042,0.0085,1.5e-07,9,0.0001824,0.47,0.75
0.0091,0.0182,2.0e-06,121,0.0011595,0.64,0.66
0.0091,0.0182,2.0e-06,121,0.0011725,0.63,0.66
0.0094,0.0189,2.0e-06,121,0.0011594,0.57,0.66
0.0095,0.0190,2.0e-06,121,0.0011725,0.56,0.66
0.0094,0.0188,2.0e-06,121,0.0011595,0.58,0.66
0.0100,0.0199,2.0e-06,121,0.0012116,0.49,0.64
0.0091,0.0183,2.0e-06,121,0.0011464,0.63,0.67
0.0095,0.0190,2.0e-06,121,0.0011204,0.56,0.69
0.0096,0.0192,2.0e-06,121,0.0011725,0.55,0.66
0.0092,0.0184,2.0e-06,121,0.0011855,0.61,0.65
0.0091,0.0182,2.0e-06,121,0.0011464,0.64,0.67
